TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,Transaction Duration,Login Attempts,Account Balance,PreviousTransaction Date
TX004963,AC00177,542.84,13-04-2023 14:28,Debit,San Diego,D000378,111.78.64.133,M085,ATM,54,Student,275,1,7725.62,16-09-2023 12:46
TX004964,AC00127,521.19,12-06-2023 07:53,Credit,Milwaukee,D000309,115.218.48.83,M098,Branch,79,Student,98,5,1127.77,29-12-2023 05:37
TX004965,AC00483,803.35,24-12-2023 16:47,Debit,Los Angeles,D000288,13.149.61.4,M054,ATM,51,Engineer,127,5,6711.53,31-12-2023 05:00
TX004966,AC00051,474.75,28-09-2023 17:08,Credit,San Antonio,D000328,163.69.89.200,M001,Branch,22,Doctor,83,5,5470.12,23-06-2023 03:42
TX004967,AC00051,160.85,12-02-2023 16:20,Credit,San Diego,D000292,221.23.158.87,M088,Branch,22,Student,176,5,11119.8,03-09-2023 23:18
TX004968,AC00019,410.87,06-08-2023 20:38,Credit,Omaha,D000218,184.57.159.204,M014,ATM,68,Engineer,181,4,3873.89,28-11-2023 07:31
TX004969,AC00020,662.84,22-06-2023 06:31,Debit,San Jose,D000131,45.124.239.44,M082,Online,58,Doctor,293,3,3477.81,18-09-2023 04:47
TX004970,AC00125,353.95,28-08-2023 18:22,Credit,Austin,D000377,170.54.231.239,M089,Online,18,Engineer,291,3,4632.02,17-03-2023 05:34
TX004971,AC00021,536.87,20-09-2023 02:36,Credit,Virginia Beach,D000409,120.170.93.69,M064,Branch,55,Doctor,65,4,2900.6,23-01-2023 22:55
TX004972,AC00491,353.28,16-07-2023 21:08,Credit,Omaha,D000265,197.23.128.119,M059,Branch,60,Engineer,118,3,4229.71,08-04-2023 05:36
TX004973,AC00200,236.76,18-02-2023 04:32,Credit,Philadelphia,D000058,60.166.231.236,M086,Online,56,Student,74,1,4640.35,11-10-2023 06:34
TX004974,AC00302,446.61,01-10-2023 04:33,Credit,Fort Worth,D000091,219.193.239.152,M047,ATM,55,Student,150,1,2457.71,25-04-2023 08:49
TX004975,AC00043,342.49,01-01-2023 19:41,Credit,Columbus,D000451,120.16.186.17,M049,ATM,73,Engineer,69,4,1651.32,01-05-2023 10:20
TX004976,AC00222,428.53,31-12-2023 15:38,Debit,Virginia Beach,D000551,206.84.69.39,M022,Branch,67,Student,22,4,5275.42,16-09-2023 14:48
TX004977,AC00393,325.81,03-02-2023 20:40,Debit,Omaha,D000470,3.70.1.133,M089,Branch,58,Retired,136,4,5889.73,10-03-2023 15:32
TX004978,AC00497,404.13,27-01-2023 10:27,Credit,Omaha,D000385,160.212.125.105,M048,Online,70,Engineer,296,3,5701.82,25-01-2023 04:05
TX004979,AC00448,305.17,04-07-2023 12:03,Debit,Seattle,D000180,137.33.78.168,M067,Online,76,Engineer,169,1,3717.62,17-11-2023 20:32
TX004980,AC00453,264.3,02-08-2023 21:53,Debit,Nashville,D000432,157.164.245.130,M004,Branch,62,Engineer,275,1,6867.52,28-01-2023 08:57
TX004981,AC00122,600.06,18-04-2023 05:24,Debit,Sacramento,D000597,100.137.90.188,M091,Online,40,Doctor,144,2,2444.06,14-12-2023 12:35
TX004982,AC00387,353.71,08-04-2023 22:39,Debit,Atlanta,D000577,221.169.49.152,M009,Online,63,Doctor,213,1,9116.62,16-12-2023 20:11
TX004983,AC00043,871.6,27-12-2023 02:47,Credit,Detroit,D000688,96.162.11.85,M064,Online,56,Retired,188,2,9408.15,28-04-2023 13:44
TX004984,AC00390,155.57,25-05-2023 14:25,Debit,Portland,D000621,128.16.32.183,M078,ATM,48,Student,20,2,1526.37,07-04-2023 11:00
TX004985,AC00193,1110.03,26-04-2023 13:32,Debit,Fort Worth,D000174,201.95.180.152,M088,Branch,50,Engineer,262,5,2528.29,02-02-2023 16:00
TX004986,AC00156,397.27,20-06-2023 09:12,Debit,Columbus,D000315,28.120.130.118,M083,ATM,25,Retired,231,3,4714.58,09-09-2023 17:37
TX004987,AC00230,94.49,13-10-2023 15:10,Debit,Washington,D000581,153.178.166.93,M043,Online,26,Doctor,137,5,4272.38,17-08-2023 20:45
TX004988,AC00313,373.68,17-12-2023 08:48,Debit,Charlotte,D000589,167.67.137.223,M004,Online,61,Student,22,2,1823.35,29-06-2023 19:15
TX004989,AC00423,725.14,20-02-2023 09:02,Debit,Atlanta,D000238,85.239.236.80,M014,Online,74,Doctor,193,2,3888.42,05-12-2023 09:38
TX004990,AC00040,521.42,17-06-2023 23:02,Credit,Portland,D000154,19.111.192.175,M036,Branch,39,Engineer,217,2,1099.52,25-03-2023 00:09
TX004991,AC00111,328.69,12-02-2023 07:23,Debit,Los Angeles,D000555,201.113.165.203,M027,Online,50,Retired,299,5,6933.86,23-02-2023 01:27
TX004992,AC00076,577.99,31-08-2023 03:42,Debit,Virginia Beach,D000570,175.210.47.87,M037,Online,60,Engineer,266,4,11360.19,21-09-2023 14:10
TX004993,AC00216,186.36,05-12-2023 16:48,Debit,Colorado Springs,D000296,167.95.191.52,M034,Online,33,Retired,124,1,1326.81,05-01-2023 04:51
TX004994,AC00444,914.43,19-12-2023 13:33,Credit,Fresno,D000026,137.33.78.168,M062,Branch,24,Student,247,3,704.09,16-11-2023 16:04
TX004995,AC00314,214.65,17-06-2023 17:19,Debit,Sacramento,D000045,8.243.4.138,M013,Online,43,Engineer,231,5,3567.78,21-12-2023 19:09
TX004996,AC00450,72.91,15-08-2023 20:38,Debit,San Francisco,D000229,170.99.15.217,M086,ATM,50,Doctor,262,1,4486.43,25-01-2023 08:48
TX004997,AC00093,750.0,26-12-2023 19:32,Credit,San Antonio,D000263,44.73.3.217,M035,Branch,19,Engineer,143,2,7854.58,04-03-2023 11:02
TX004998,AC00241,376.68,14-02-2023 15:15,Credit,Virginia Beach,D000472,13.88.251.53,M030,ATM,25,Doctor,178,1,2790.02,19-01-2023 04:01
TX004999,AC00172,169.18,27-12-2023 14:06,Credit,Milwaukee,D000692,177.172.184.163,M002,Online,37,Retired,130,5,15055.64,10-05-2023 11:30
TX005000,AC00026,738.94,22-04-2023 11:21,Credit,Houston,D000335,143.212.47.226,M048,ATM,29,Retired,261,5,12348.66,28-12-2023 18:30
TX005001,AC00133,421.93,14-10-2023 00:46,Debit,Miami,D000138,131.41.45.13,M086,Online,63,Retired,156,5,4320.69,27-02-2023 03:01
TX005002,AC00114,217.14,18-11-2023 02:55,Credit,New York,D000619,114.115.12.20,M090,Online,55,Student,10,2,1749.7,03-09-2023 03:16
TX005003,AC00096,330.2,29-05-2023 01:55,Debit,Baltimore,D000203,64.89.183.39,M012,Online,56,Doctor,180,1,10602.14,20-04-2023 18:49
TX005004,AC00357,321.49,05-12-2023 08:03,Debit,Milwaukee,D000142,138.87.180.254,M089,Online,68,Retired,29,2,846.9,03-12-2023 23:38
TX005005,AC00016,256.37,23-02-2023 00:29,Credit,Phoenix,D000035,119.163.214.161,M018,ATM,23,Doctor,131,2,2085.34,01-08-2023 06:09
TX005006,AC00119,456.21,20-01-2023 02:03,Debit,Louisville,D000463,62.251.170.72,M067,Branch,19,Doctor,273,4,6972.37,07-06-2023 21:46
TX005007,AC00351,536.29,06-10-2023 16:45,Credit,Albuquerque,D000519,45.64.74.86,M057,ATM,65,Student,181,1,7951.79,28-01-2023 19:18
TX005008,AC00488,191.07,11-12-2023 08:56,Credit,Miami,D000042,138.87.180.254,M049,Online,37,Student,52,5,5224.69,12-10-2023 09:50
TX005009,AC00061,106.85,27-08-2023 17:15,Credit,Denver,D000440,4.105.134.118,M050,Online,75,Doctor,220,1,12739.03,04-10-2023 07:27
TX005010,AC00041,237.15,13-01-2023 16:13,Credit,Dallas,D000424,40.226.196.34,M098,ATM,19,Doctor,21,1,1819.18,28-12-2023 01:06
TX005011,AC00070,161.23,01-09-2023 20:12,Credit,Dallas,D000330,52.196.112.199,M038,ATM,47,Doctor,159,1,3276.65,25-08-2023 21:25
TX005012,AC00284,256.61,02-11-2023 03:13,Credit,Indianapolis,D000433,115.96.94.156,M002,Online,80,Retired,192,2,5002.24,25-10-2023 14:09
TX005013,AC00008,323.14,23-01-2023 04:41,Debit,Portland,D000434,109.105.179.186,M033,ATM,41,Engineer,194,1,3841.92,09-07-2023 02:55
TX005014,AC00197,526.47,22-12-2023 13:14,Debit,San Francisco,D000083,180.224.54.115,M073,Online,27,Doctor,82,3,8577.62,30-05-2023 02:50
TX005015,AC00383,13.81,01-10-2023 01:50,Debit,Kansas City,D000324,154.48.233.165,M081,Branch,72,Retired,178,3,8096.59,18-05-2023 20:04
TX005016,AC00286,258.97,08-03-2023 02:53,Credit,Boston,D000038,80.90.35.146,M010,Online,57,Doctor,242,2,2501.43,04-10-2023 08:40
TX005017,AC00298,201.14,30-03-2023 15:45,Credit,Oklahoma City,D000120,96.162.11.85,M089,Online,44,Engineer,15,3,5783.55,12-12-2023 21:15
TX005018,AC00299,771.14,17-07-2023 13:31,Credit,Dallas,D000102,208.142.57.37,M087,Online,22,Doctor,294,3,1935.1,31-03-2023 05:25
TX005019,AC00483,521.09,18-10-2023 20:57,Credit,Mesa,D000634,148.25.159.90,M071,ATM,55,Retired,212,3,12745.37,04-04-2023 06:27
TX005020,AC00100,477.15,22-07-2023 17:28,Credit,Dallas,D000402,104.155.121.252,M076,Online,79,Doctor,124,2,3417.71,16-06-2023 09:20
TX005021,AC00422,195.71,20-05-2023 21:56,Credit,Omaha,D000283,136.104.90.223,M065,Branch,76,Student,168,2,1615.07,20-07-2023 15:40
TX005022,AC00368,482.64,13-08-2023 01:18,Debit,Charlotte,D000271,136.104.90.223,M070,Online,48,Engineer,261,1,800.19,04-08-2023 02:16
TX005023,AC00196,501.05,03-01-2023 09:10,Debit,San Jose,D000012,218.54.207.160,M063,Online,67,Engineer,82,2,10052.52,21-04-2023 22:44
TX005024,AC00241,555.99,18-11-2023 01:37,Debit,Memphis,D000437,57.232.212.116,M046,Online,79,Retired,189,3,12959.66,03-11-2023 19:51
TX005025,AC00279,164.3,20-01-2023 03:08,Debit,Fresno,D000295,19.20.13.234,M058,Branch,77,Retired,64,1,3393.05,11-09-2023 20:36
TX005026,AC00170,213.31,30-01-2023 01:42,Credit,San Jose,D000285,195.226.203.234,M027,ATM,31,Doctor,166,5,3978.38,10-05-2023 17:16
TX005027,AC00034,501.0,03-06-2023 10:33,Debit,New York,D000590,189.248.139.91,M049,ATM,46,Doctor,181,1,5413.67,01-05-2023 01:02
TX005028,AC00124,408.84,08-05-2023 19:39,Credit,Baltimore,D000042,211.97.88.141,M098,ATM,19,Retired,245,5,5843.08,29-03-2023 05:36
TX005029,AC00092,40.91,29-07-2023 18:42,Debit,Memphis,D000020,165.143.173.165,M017,ATM,23,Student,258,2,10977.5,23-12-2023 00:35
TX005030,AC00047,20.54,25-01-2023 11:59,Debit,San Diego,D000268,177.116.108.246,M019,ATM,70,Doctor,67,3,220.87,19-02-2023 19:08
TX005031,AC00027,340.71,18-08-2023 21:53,Credit,Virginia Beach,D000352,22.196.202.183,M030,Branch,19,Student,146,2,3697.42,28-03-2023 10:42
TX005032,AC00115,183.97,13-09-2023 13:54,Credit,Virginia Beach,D000174,80.58.55.129,M078,Branch,66,Retired,25,2,8330.18,08-01-2023 05:56
TX005033,AC00373,648.47,04-01-2023 11:53,Debit,Portland,D000490,93.146.251.20,M100,Online,76,Retired,151,3,4382.34,30-01-2023 19:25
TX005034,AC00354,194.24,21-01-2023 16:28,Debit,Miami,D000117,216.151.64.40,M068,Branch,61,Doctor,73,1,7400.41,30-11-2023 22:16
TX005035,AC00392,293.33,05-09-2023 08:57,Credit,San Francisco,D000584,177.116.108.246,M064,Online,52,Retired,255,2,549.17,03-07-2023 03:08
TX005036,AC00001,206.37,07-03-2023 08:33,Debit,Colorado Springs,D000209,141.201.46.191,M087,Branch,65,Student,201,2,10093.35,15-08-2023 00:53
TX005037,AC00203,46.07,05-02-2023 11:43,Credit,Washington,D000283,161.25.82.11,M013,Online,59,Retired,127,5,5615.51,09-01-2023 23:03
TX005038,AC00176,236.17,24-02-2023 02:19,Debit,Raleigh,D000087,13.88.251.53,M073,Online,28,Retired,143,2,10263.7,19-04-2023 01:41
TX005039,AC00331,109.18,27-03-2023 03:03,Debit,Omaha,D000119,64.89.183.39,M004,Online,27,Student,245,4,3349.85,23-02-2023 04:04
TX005040,AC00165,1.86,07-05-2023 05:41,Debit,San Antonio,D000451,24.181.236.233,M041,Branch,65,Doctor,236,2,5984.87,08-01-2023 07:39
TX005041,AC00364,637.54,25-04-2023 16:49,Credit,Nashville,D000355,77.208.193.198,M032,Branch,80,Student,71,1,7085.79,08-03-2023 09:05
TX005042,AC00386,391.06,15-07-2023 19:22,Credit,Charlotte,D000361,113.201.172.36,M039,Online,78,Engineer,237,1,2020.71,05-05-2023 13:14
TX005043,AC00459,604.09,13-06-2023 17:14,Credit,Columbus,D000204,93.151.52.152,M032,Online,23,Engineer,67,3,5749.79,02-04-2023 02:59
TX005044,AC00402,110.44,05-05-2023 18:03,Credit,Boston,D000448,105.136.156.29,M096,Online,65,Engineer,204,1,3256.66,02-07-2023 12:30
TX005045,AC00165,302.06,08-11-2023 19:16,Credit,Charlotte,D000595,37.227.215.145,M010,ATM,19,Engineer,42,1,4879.55,08-06-2023 06:21
TX005046,AC00200,72.8,08-01-2023 03:09,Debit,Columbus,D000067,80.75.92.66,M055,Branch,28,Retired,185,5,2545.34,23-10-2023 20:29
TX005047,AC00360,446.83,04-05-2023 14:01,Debit,Milwaukee,D000258,93.218.115.132,M045,Branch,78,Engineer,129,1,13992.59,17-06-2023 07:39
TX005048,AC00075,425.14,17-04-2023 06:57,Credit,Virginia Beach,D000575,174.61.77.54,M052,ATM,28,Engineer,76,5,2902.25,29-09-2023 23:17
TX005049,AC00219,935.82,12-09-2023 00:24,Credit,Chicago,D000119,51.250.46.149,M011,Online,42,Retired,134,1,5446.59,28-04-2023 09:43
TX005050,AC00347,1083.08,28-05-2023 00:24,Debit,Miami,D000238,89.237.88.251,M044,Online,76,Doctor,266,5,14132.28,10-05-2023 16:57
TX005051,AC00485,289.06,16-03-2023 15:43,Credit,Albuquerque,D000467,60.197.167.40,M045,ATM,29,Engineer,258,3,5716.05,24-05-2023 20:38
TX005052,AC00184,119.46,01-01-2023 12:05,Debit,Mesa,D000434,162.207.77.170,M020,Online,73,Doctor,169,4,9937.57,24-07-2023 19:31
TX005053,AC00296,393.04,18-05-2023 04:14,Credit,Albuquerque,D000149,172.111.76.65,M064,ATM,54,Engineer,115,1,1578.09,19-11-2023 12:02
TX005054,AC00180,147.85,09-09-2023 18:51,Debit,Tucson,D000179,154.138.163.229,M040,ATM,61,Student,117,4,4227.44,17-06-2023 09:46
TX005055,AC00203,818.99,02-12-2023 05:11,Credit,Portland,D000505,82.88.241.226,M095,Branch,72,Doctor,238,3,7767.28,18-07-2023 07:18
TX005056,AC00284,107.07,10-05-2023 08:58,Debit,Milwaukee,D000068,141.169.67.34,M090,Branch,27,Doctor,19,2,213.0,08-08-2023 13:43
TX005057,AC00105,109.45,24-09-2023 23:25,Credit,Oklahoma City,D000273,193.108.17.115,M050,Branch,28,Retired,20,1,74.98,08-08-2023 17:16
TX005058,AC00331,843.22,09-07-2023 03:36,Debit,Portland,D000511,172.184.35.29,M074,Branch,65,Retired,84,5,10452.69,19-12-2023 01:34
TX005059,AC00254,175.32,20-02-2023 12:56,Debit,San Antonio,D000647,120.16.186.17,M042,Online,77,Doctor,162,4,3302.2,28-12-2023 08:50
TX005060,AC00464,394.33,25-11-2023 03:08,Debit,San Diego,D000288,27.215.118.94,M027,Online,67,Student,170,3,336.52,21-12-2023 19:07
TX005061,AC00468,541.96,14-06-2023 14:37,Debit,Miami,D000427,157.130.28.27,M006,ATM,18,Doctor,121,4,3301.39,02-07-2023 14:21
TX005062,AC00039,329.99,23-06-2023 17:28,Credit,Mesa,D000387,149.46.124.220,M087,ATM,44,Engineer,196,1,5463.69,15-01-2023 13:04
TX005063,AC00163,772.53,09-05-2023 18:21,Credit,Baltimore,D000246,184.4.253.143,M049,ATM,44,Retired,244,5,4651.14,30-05-2023 23:32
TX005064,AC00240,278.06,23-02-2023 00:46,Credit,San Francisco,D000059,33.28.138.82,M012,Branch,37,Student,191,3,12968.8,07-02-2023 08:58
TX005065,AC00068,55.86,04-12-2023 03:31,Debit,Milwaukee,D000403,4.105.134.118,M039,ATM,21,Engineer,263,1,7146.61,17-01-2023 00:48
TX005066,AC00407,130.41,30-01-2023 11:17,Credit,Miami,D000627,219.31.152.129,M061,ATM,48,Engineer,99,1,1538.22,17-11-2023 15:31
TX005067,AC00495,392.59,22-10-2023 14:49,Credit,Las Vegas,D000197,146.47.189.38,M003,ATM,30,Retired,79,1,5320.89,31-08-2023 10:38
TX005068,AC00497,893.3,19-02-2023 09:42,Debit,Boston,D000595,201.113.165.203,M003,Online,21,Engineer,168,2,2391.9,18-04-2023 03:01
TX005069,AC00255,42.35,16-04-2023 07:47,Debit,San Antonio,D000568,16.131.3.140,M022,Online,26,Engineer,79,5,6460.9,07-04-2023 03:00
TX005070,AC00122,513.84,02-01-2023 22:39,Credit,Memphis,D000096,160.74.183.38,M019,ATM,46,Engineer,14,2,5877.27,16-03-2023 17:30
TX005071,AC00036,555.58,27-12-2023 03:40,Credit,Las Vegas,D000683,52.169.116.164,M089,Branch,44,Engineer,130,5,9202.65,03-07-2023 13:45
TX005072,AC00423,481.95,22-03-2023 22:18,Debit,Milwaukee,D000520,163.58.140.206,M057,ATM,37,Student,274,1,4763.17,05-02-2023 07:30
TX005073,AC00120,194.49,10-08-2023 06:07,Credit,Virginia Beach,D000514,214.125.131.88,M055,Branch,38,Retired,154,1,10120.76,16-04-2023 21:15
TX005074,AC00235,531.48,11-04-2023 04:57,Credit,Fresno,D000115,210.228.226.64,M070,Online,56,Retired,110,4,12230.16,29-09-2023 01:07
TX005075,AC00154,442.22,02-10-2023 10:31,Credit,Fort Worth,D000573,14.105.144.122,M031,ATM,68,Engineer,268,4,4723.12,03-11-2023 02:48
TX005076,AC00347,612.76,28-03-2023 11:47,Credit,Detroit,D000309,217.233.219.196,M071,Branch,78,Doctor,145,2,973.24,25-07-2023 00:49
TX005077,AC00414,458.15,19-07-2023 22:18,Debit,San Jose,D000300,60.197.167.40,M063,Online,65,Doctor,164,3,7619.96,23-09-2023 19:15
TX005078,AC00319,275.72,11-04-2023 11:02,Debit,Portland,D000513,90.111.245.138,M033,Branch,63,Doctor,57,5,4306.94,31-10-2023 11:18
TX005079,AC00258,434.58,13-04-2023 16:05,Debit,New York,D000081,34.86.220.205,M030,Branch,35,Student,218,5,6611.48,22-10-2023 13:36
TX005080,AC00281,2.22,11-10-2023 04:35,Credit,Baltimore,D000063,221.23.158.87,M096,Online,65,Doctor,148,3,9527.75,25-05-2023 14:32
TX005081,AC00327,240.84,22-01-2023 10:46,Debit,Indianapolis,D000160,49.20.211.229,M032,Online,56,Doctor,200,1,8541.19,07-02-2023 10:38
TX005082,AC00447,390.77,01-08-2023 10:25,Credit,New York,D000279,92.90.132.79,M002,ATM,60,Retired,115,2,3635.27,18-11-2023 11:06
TX005083,AC00001,379.23,04-10-2023 18:07,Credit,Washington,D000549,197.187.216.106,M065,Online,18,Engineer,63,4,214.35,20-03-2023 03:43
TX005084,AC00272,272.02,03-04-2023 00:26,Debit,Fort Worth,D000489,51.250.46.149,M052,Online,55,Retired,23,2,2402.87,10-10-2023 02:45
TX005085,AC00251,143.61,21-11-2023 18:03,Credit,San Jose,D000618,181.223.246.123,M083,ATM,47,Student,170,5,10380.47,25-01-2023 14:57
TX005086,AC00500,396.99,05-01-2023 00:29,Debit,Phoenix,D000108,48.31.196.24,M054,ATM,65,Retired,231,5,7683.76,30-03-2023 16:58
TX005087,AC00495,281.89,23-11-2023 16:47,Debit,Austin,D000636,195.164.171.146,M039,Online,19,Retired,235,4,8142.36,11-02-2023 22:28
TX005088,AC00051,127.08,24-05-2023 19:56,Debit,Milwaukee,D000453,93.160.83.196,M082,ATM,75,Engineer,195,2,8256.31,11-09-2023 13:42
TX005089,AC00302,720.48,27-11-2023 07:55,Debit,Los Angeles,D000103,161.25.82.11,M017,Branch,75,Engineer,79,4,8016.61,23-05-2023 19:47
TX005090,AC00167,490.61,13-01-2023 02:59,Debit,Philadelphia,D000361,130.29.230.16,M055,Online,22,Doctor,49,3,4681.44,30-04-2023 05:07
TX005091,AC00294,67.61,07-06-2023 13:10,Debit,Phoenix,D000074,3.102.127.165,M008,ATM,79,Doctor,58,2,5387.28,27-06-2023 11:23
TX005092,AC00335,519.76,24-11-2023 00:28,Debit,Atlanta,D000696,45.182.28.148,M058,ATM,18,Retired,134,5,9768.33,19-09-2023 00:08
TX005093,AC00416,244.6,14-10-2023 23:59,Debit,Oklahoma City,D000287,146.250.144.172,M040,ATM,80,Retired,119,4,7754.97,15-10-2023 11:20
TX005094,AC00090,254.26,08-01-2023 02:50,Credit,Detroit,D000630,72.128.135.172,M004,Online,36,Student,119,4,2111.71,24-08-2023 06:26
TX005095,AC00073,579.1,09-10-2023 13:40,Credit,Seattle,D000427,141.169.67.34,M065,ATM,75,Student,159,3,6507.55,09-01-2023 23:51
TX005096,AC00060,1025.59,15-12-2023 20:34,Credit,Colorado Springs,D000220,83.80.89.29,M067,Branch,65,Retired,261,1,6422.14,01-06-2023 18:03
TX005097,AC00073,169.94,25-08-2023 16:51,Credit,Jacksonville,D000026,83.80.89.29,M019,ATM,53,Doctor,155,2,6989.46,10-09-2023 04:54
TX005098,AC00161,662.48,28-05-2023 15:17,Debit,Philadelphia,D000398,36.77.94.252,M015,Online,72,Retired,46,2,1542.1,03-03-2023 21:49
TX005099,AC00326,426.14,04-05-2023 21:51,Debit,Houston,D000453,185.23.87.107,M079,ATM,58,Doctor,192,5,1093.3,09-10-2023 05:34
TX005100,AC00042,104.69,17-10-2023 14:12,Debit,Detroit,D000428,17.36.132.202,M094,Branch,46,Student,275,4,6395.6,11-02-2023 07:11
TX005101,AC00116,553.65,16-05-2023 02:23,Debit,Albuquerque,D000125,167.164.55.0,M018,Branch,56,Retired,73,1,3025.21,29-05-2023 21:17
TX005102,AC00050,503.22,03-01-2023 03:28,Debit,Baltimore,D000621,93.146.251.20,M044,Online,33,Student,134,5,2199.29,19-04-2023 07:12
TX005103,AC00486,523.95,21-08-2023 11:04,Debit,Austin,D000559,6.204.110.7,M059,Branch,77,Doctor,228,3,5316.08,29-09-2023 05:26
TX005104,AC00350,37.44,01-10-2023 15:36,Credit,El Paso,D000183,77.7.223.184,M019,Branch,71,Retired,278,3,10231.86,24-04-2023 12:45
TX005105,AC00328,635.61,12-04-2023 17:42,Credit,Miami,D000506,45.124.239.44,M035,ATM,20,Retired,88,4,13298.2,06-07-2023 08:56
TX005106,AC00206,62.99,26-09-2023 22:56,Debit,Baltimore,D000567,165.38.56.205,M097,ATM,55,Retired,177,1,10889.85,27-07-2023 12:57
TX005107,AC00496,759.65,11-08-2023 09:27,Debit,Omaha,D000334,145.1.251.175,M003,Online,43,Retired,294,1,4643.89,26-08-2023 20:04
TX005108,AC00352,687.6,14-02-2023 09:07,Debit,Mesa,D000227,62.251.170.72,M022,Branch,61,Retired,173,4,9029.78,29-04-2023 15:21
TX005109,AC00003,49.88,14-10-2023 19:57,Credit,Milwaukee,D000153,192.95.36.246,M017,ATM,32,Retired,155,1,211.09,06-08-2023 23:49
TX005110,AC00070,473.35,15-08-2023 09:41,Credit,Portland,D000516,148.181.195.227,M055,ATM,68,Retired,275,4,3751.9,13-05-2023 07:56
TX005111,AC00232,24.36,02-07-2023 23:14,Credit,Sacramento,D000657,39.129.125.110,M033,ATM,71,Engineer,116,2,9338.35,30-09-2023 10:35
TX005112,AC00220,1108.53,19-01-2023 10:12,Debit,Denver,D000109,57.166.147.242,M043,ATM,80,Engineer,57,2,3234.13,03-07-2023 18:44
TX005113,AC00481,229.44,19-07-2023 08:36,Credit,Seattle,D000660,110.243.14.36,M099,ATM,38,Student,298,1,495.7,24-09-2023 11:08
TX005114,AC00283,353.65,22-04-2023 19:47,Credit,San Francisco,D000311,158.129.49.240,M011,ATM,57,Doctor,36,4,2602.73,02-11-2023 08:07
TX005115,AC00155,442.2,22-04-2023 21:05,Debit,Chicago,D000258,146.250.144.172,M028,Branch,66,Student,174,3,729.62,29-01-2023 23:19
TX005116,AC00150,233.86,17-03-2023 12:03,Credit,Portland,D000572,125.89.163.224,M040,Online,52,Doctor,278,3,3993.86,18-06-2023 05:18
TX005117,AC00121,382.68,30-11-2023 15:05,Credit,Miami,D000118,186.54.68.246,M017,Online,58,Student,209,1,6006.87,06-10-2023 13:35
TX005118,AC00232,736.6,15-03-2023 16:32,Credit,Philadelphia,D000177,146.47.189.38,M024,ATM,78,Retired,255,2,2158.46,22-06-2023 12:33
TX005119,AC00142,308.3,30-03-2023 19:21,Credit,El Paso,D000025,42.3.3.101,M012,Online,61,Retired,196,5,6485.94,28-07-2023 19:13
TX005120,AC00257,307.11,02-03-2023 23:15,Debit,Louisville,D000420,23.255.214.209,M002,ATM,58,Engineer,24,3,3735.58,12-03-2023 12:47
TX005121,AC00090,283.46,09-08-2023 15:06,Debit,Mesa,D000482,83.182.211.68,M009,Branch,32,Retired,43,1,5915.4,20-11-2023 05:58
TX005122,AC00301,420.26,30-12-2023 19:28,Debit,Atlanta,D000387,62.152.134.92,M044,Online,19,Doctor,153,3,7707.26,27-03-2023 14:19
TX005123,AC00148,406.5,21-05-2023 04:55,Debit,Sacramento,D000474,155.37.19.43,M063,Branch,55,Doctor,123,2,2987.8,12-10-2023 18:49
TX005124,AC00438,236.91,07-07-2023 20:37,Credit,Los Angeles,D000294,11.188.75.155,M013,Branch,61,Engineer,214,4,5788.85,23-06-2023 05:06
TX005125,AC00305,513.75,29-11-2023 23:31,Debit,El Paso,D000121,39.129.125.110,M080,ATM,37,Student,116,2,4675.63,13-02-2023 04:07
TX005126,AC00103,361.6,04-03-2023 13:35,Debit,Tucson,D000647,81.248.235.147,M003,Online,25,Student,294,1,3233.37,06-01-2023 11:37
TX005127,AC00269,148.24,24-10-2023 01:04,Credit,Seattle,D000315,59.127.135.25,M066,Online,55,Doctor,50,1,8986.06,22-03-2023 23:40
TX005128,AC00495,132.06,02-02-2023 16:48,Credit,Dallas,D000009,220.179.173.114,M044,ATM,63,Doctor,163,5,482.54,08-05-2023 13:12
TX005129,AC00274,407.03,09-10-2023 12:45,Credit,Detroit,D000475,82.75.200.117,M044,Branch,49,Doctor,288,3,8055.46,02-09-2023 14:55
TX005130,AC00075,168.66,21-09-2023 09:59,Debit,San Jose,D000278,35.67.21.23,M037,ATM,64,Engineer,213,5,7717.31,04-12-2023 23:05
TX005131,AC00143,75.47,05-03-2023 05:07,Credit,Portland,D000169,5.252.94.135,M025,Branch,24,Retired,214,5,529.16,14-09-2023 23:53
TX005132,AC00267,708.5,22-02-2023 01:23,Debit,Kansas City,D000390,81.156.221.124,M095,Branch,74,Retired,261,4,4088.02,19-05-2023 10:55
TX005133,AC00378,1381.54,26-07-2023 23:49,Debit,San Diego,D000299,190.152.148.249,M098,Branch,40,Doctor,186,4,10863.52,06-01-2023 19:07
TX005134,AC00325,463.86,31-10-2023 08:12,Debit,Raleigh,D000521,202.194.199.70,M029,Branch,38,Engineer,165,1,5596.02,22-04-2023 14:38
TX005135,AC00396,442.1,23-10-2023 17:58,Credit,San Francisco,D000244,163.69.89.200,M059,ATM,21,Student,246,3,730.41,14-10-2023 10:35
TX005136,AC00189,25.16,17-08-2023 11:31,Credit,San Francisco,D000266,41.110.46.150,M051,ATM,61,Engineer,290,1,4510.56,28-11-2023 21:26
